image,meanB,meanG,meanR,modeB,modeG,modeR
0.25-1_batch1.jpg,14.125977220956718,49.999521126760555, 57.36660810810811, 14.80637813211845, 51.05633802816901,58.27702702702703
0.25-1_batch2.jpg,14.248208695652174,51.64930062749572, 70.0901736334405, 14.906832298136647, 51.98231602966343,70.73954983922829
0.75-8_batch1.jpg,0.29234304472712347,41.234926587847134, 68.49062613981764, 0.0, 42.06763816332142,69.14893617021276
0.25-5_batch1.jpg,14.29900440022958,50.82678260869565, 59.834060130718946, 14.348574708245646, 51.70387779083431,60.7843137254902
0.5-9_batch2.jpg,1.002240377062058,45.12532728243458, 64.56458759124088, 0.0, 45.64869193806727,66.37773722627738
0.5-9_batch1.jpg,0.8792207741303282,44.801426812313785, 66.0045156794425, 0.0, 45.87884806355511,67.59581881533101
0.5-6_batch3.jpg,0.314390625,44.42903711615487, 68.57540252182348, 0.0, 45.06008010680908,70.56256062075654
0.25-4_batch3.jpg,14.892357348703172,51.341008284023665, 59.95973622559653, 14.985590778097984, 52.071005917159766,60.52060737527115
0.75-3_batch2.jpg,0.19661637301664558,41.07499739531157, 70.60410974075008, 0.0, 41.474654377880185,71.73420588975586
0.25-10_batch2.jpg,13.96581406086044,51.489504205274415, 69.97214798927615, 14.480587618048268, 52.6015680684248,69.97319034852548
1.0-10_batch3.jpg,0.15425842586223837,38.8564259222333, 66.96285170573219, 0.0, 38.88334995014955,67.53307031793919
1.0-2_batch3.jpg,0.16043488463042627,38.85067942583732, 65.47267513611615, 0.0, 38.875598086124405,66.01633393829401
0.25-5_batch3.jpg,14.928771008814891,51.46227471798275, 61.5717798657718, 15.279138099902058, 52.55474452554745,62.41610738255033
0.25-2_batch3.jpg,13.862299651567941,50.655346638655466, 61.7915523465704, 14.518002322880372, 51.40493697478992,62.95126353790614
0.25-8_batch1.jpg,15.111555846830822,50.71716844349681, 56.912568976088295, 15.72886433854508, 51.75421593332041,57.63335377069283
0.25-7_batch2.jpg,13.898723440493931,51.81246479481641, 72.20902279043915, 14.690227804981904, 52.48380129589632,72.54030016675931
1.0-10_batch2.jpg,0.15575666003976146,38.33995154777927, 64.45488450704225, 0.0, 38.76177658142665,64.78873239436619
0.5-9_batch3.jpg,0.32341952929394086,44.62251877729257, 68.59650036719707, 0.0, 45.34766543500168,71.23623011015911
1.0-5_batch3.jpg,0.13647003525264392,38.882623991393224, 68.69553757225432, 0.0, 39.33566433566433,67.91907514450867
1.0-1_batch3.jpg,0.18681310060796233,38.70371492912968, 66.67603164262447, 0.0, 39.3429593323619,67.00791065611912
0.75-1_batch1.jpg,0.28073445530585506,41.28876513117125, 70.662466126079, 0.0, 41.52034703573642,71.40988752288779
0.75-6_batch3.jpg,0.20909316770186331,41.13676082097134, 68.41119564679693, 0.0, 41.45498882340988,69.75018550581251
1.0-1_batch2.jpg,0.152199068107465,38.38873433196749, 64.1274065780266, 0.0, 38.69147578424128,64.38068579426172
0.25-10_batch1.jpg,14.929859463616268,51.16940077209973, 61.06655936325447, 14.995674324714026, 52.41117581626644,62.34799911563122
0.5-10_batch3.jpg,0.20157226815419865,44.62313084553614, 69.18783148558758, 0.0, 44.33497536945813,71.69253510716925
0.25-4_batch2.jpg,12.838881504702192,52.37172025955301, 78.03227537091986, 13.166144200626958, 52.55948089401587,79.22848664688426
0.5-8_batch1.jpg,0.5488447717231222,44.59170725886642, 65.99695309218204, 0.0, 45.93967517401393,67.91131855309219
