image,meanB,meanG,meanR,modeB,modeG,modeR
2.0-3_batch1.jpg,9.090256,69.359168, 80.897584, 0, 47,77
0.75-3_batch1.jpg,0.439936,64.956224, 87.897712, 0, 67,91
1.25-7_batch2.jpg,0.252576,59.256336, 89.813968, 0, 61,92
0.75-10_batch1.jpg,0.453424,65.489008, 88.458368, 0, 68,91
0.5-7_batch1.jpg,2.155248,73.840992, 92.633392, 2, 76,95
1.5-2_batch1.jpg,0.2552,53.507216, 86.155072, 0, 54,88
1.75-9_batch1.jpg,0.33168,54.041408, 89.460032, 0, 56,91
1.25-7_batch3.jpg,0.354256,56.753392, 85.912672, 0, 57,86
1.75-4_batch2.jpg,0.229616,52.005824, 88.14008, 0, 52,89
1.0-1_batch2.jpg,0.284912,62.499808, 89.718368, 0, 64,92
2.0-3_batch2.jpg,0.206256,49.038656, 87.627024, 0, 49,89
1.25-7_batch1.jpg,0.279424,58.858944, 88.390416, 0, 61,92
1.75-9_batch3.jpg,0.247808,53.135936, 89.786736, 0, 52,89
0.75-3_batch2.jpg,0.341296,66.763504, 91.377312, 0, 68,91
1.5-2_batch3.jpg,0.367808,55.539872, 90.514048, 0, 57,91
0.75-10_batch2.jpg,0.339728,65.716192, 90.285984, 0, 67,89
0.5-7_batch2.jpg,2.0076,73.886032, 93.08808, 2, 76,95
0.5-7_batch3.jpg,0.93928,71.869232, 91.252144, 0, 75,92
0.75-10_batch3.jpg,0.35976,65.986896, 90.19728, 0, 68,91
1.5-2_batch2.jpg,0.262016,52.003776, 84.922128, 0, 52,84
0.75-3_batch3.jpg,0.371856,65.065712, 89.224048, 0, 67,91
1.75-9_batch2.jpg,0.225168,51.733216, 87.634416, 0, 52,89
2.0-3_batch3.jpg,0.361936,48.938656, 85.331392, 0, 50,87
1.75-4_batch1.jpg,0.339408,53.514768, 89.233264, 0, 53,91
1.0-1_batch3.jpg,0.307008,63.799296, 94.301056, 0, 65,94
1.5-10_batch2.jpg,0.238208,52.647328, 84.547248, 0, 54,88
0.75-6_batch2.jpg,0.340768,67.001872, 91.52288, 0, 68,95
1.25-2_batch1.jpg,0.33376,59.232896, 88.372192, 0, 61,92
2.0-6_batch2.jpg,0.274528,50.06784, 88.7204, 0, 50,91
0.5-2_batch2.jpg,1.738672,73.293952, 92.240144, 2, 75,94
1.0-9_batch1.jpg,0.33432,60.667504, 86.882864, 0, 62,87
1.5-7_batch3.jpg,0.371792,55.560096, 90.654848, 0, 57,91
1.0-4_batch2.jpg,0.28944,62.109184, 89.3004, 0, 64,92
0.25-5_batch3.jpg,24.719088,85.151024, 90.634288, 25, 88,93
0.25-5_batch2.jpg,19.988032,95.834384, 83.639728, 14, 73,79
1.75-1_batch1.jpg,0.352432,53.653232, 89.546512, 0, 54,91
1.0-4_batch3.jpg,0.272016,64.61888, 95.523808, 0, 65,97
1.5-7_batch2.jpg,0.272176,52.86656, 85.76624, 0, 54,88
0.5-2_batch3.jpg,0.942064,71.691216, 91.3232, 0, 74,92
1.25-10_batch1.jpg,0.30936,58.32104, 87.703344, 0, 59,92
