R,G,B
82,66,0
82,66,0
82,66,0
82,66,0
82,66,0
81,65,0
81,65,0
81,65,0
82,66,0
81,65,0
81,65,0
81,65,0
83,65,0
84,66,1
84,66,1
84,66,1
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
84,65,0
85,66,0
85,66,0
85,66,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
87,68,1
87,68,1
88,69,2
88,69,2
89,70,3
89,70,3
88,69,2
88,69,2
89,70,3
88,69,2
88,69,2
88,69,2
89,70,3
88,69,1
89,70,2
89,70,2
89,70,2
88,69,1
87,68,0
88,69,1
89,70,2
88,69,1
88,69,1
87,68,0
87,68,0
87,68,1
87,68,1
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,1
88,69,1
88,69,1
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
87,68,0
87,68,0
87,68,0
88,69,1
89,68,0
90,69,1
90,69,1
90,69,1
90,70,0
90,70,0
90,70,0
91,71,0
89,69,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
92,72,1
92,72,1
92,72,1
92,72,1
90,70,0
90,70,0
89,69,0
90,70,0
89,69,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
90,70,0
90,70,0
89,69,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
90,70,0
91,71,0
90,70,0
89,69,0
91,71,0
90,70,0
89,69,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
90,70,0
90,70,0
90,70,0
91,72,0
91,72,0
93,71,0
93,71,0
91,72,0
91,72,0
91,72,0
91,72,0
91,72,0
91,72,0
91,72,0
91,72,0
91,71,0
91,71,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
91,71,0
91,71,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
90,70,0
90,70,0
89,68,0
90,69,1
90,69,1
91,70,2
91,71,0
91,71,0
91,71,0
91,71,0
92,73,0
92,73,0
82,66,0
82,66,0
82,66,0
82,66,0
82,66,0
82,66,0
81,65,0
81,65,0
82,66,0
81,65,0
81,65,0
81,65,0
83,65,0
83,65,0
83,65,0
83,65,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
85,66,0
86,67,0
86,67,0
87,68,1
87,68,1
87,68,1
87,68,1
86,67,0
86,67,0
86,67,0
86,67,0
87,68,1
88,69,2
88,69,2
89,70,3
89,70,3
89,70,3
89,70,3
89,70,3
89,70,3
89,70,3
89,70,3
89,70,3
91,72,4
91,72,4
90,71,3
89,70,2
88,69,1
88,69,1
88,69,1
89,70,2
90,71,3
89,70,2
89,70,2
88,69,1
88,69,2
88,69,2
88,69,2
89,70,3
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,2
88,69,1
88,69,1
88,69,1
88,69,1
87,68,0
87,68,0
87,68,0
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
88,69,1
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
86,67,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
87,68,0
89,68,0
89,68,0
90,69,1
90,69,1
90,70,0
89,69,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
91,71,0
92,72,1
92,72,1
92,72,1
92,72,1
91,71,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
90,70,0
91,71,0
91,71,0
91,71,0
