R,G,B
84,60,0
84,60,0
84,60,0
83,59,0
83,59,0
83,59,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
83,59,0
83,59,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
85,61,1
84,60,0
84,60,0
84,60,0
85,61,1
85,61,1
85,61,1
86,62,2
85,62,0
85,62,0
84,61,0
84,61,0
84,61,0
85,62,0
86,63,1
86,63,1
87,61,1
86,60,0
86,60,0
86,60,0
84,60,0
84,60,0
84,60,0
85,61,1
84,60,0
84,60,0
82,61,0
82,61,0
82,61,0
82,61,0
84,60,0
85,61,1
84,60,0
84,60,0
84,60,0
83,59,0
83,59,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
87,61,1
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,62,2
85,61,1
84,60,0
84,60,0
84,61,0
84,61,0
84,61,0
84,61,0
85,62,0
85,62,0
85,62,0
85,62,0
85,62,0
85,62,0
85,62,0
85,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
89,61,0
89,61,0
88,60,0
88,60,0
85,59,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
87,61,1
87,61,1
87,61,1
86,60,0
86,60,0
86,60,0
85,59,0
85,59,0
85,59,0
85,59,0
86,60,0
87,61,1
86,60,0
86,60,0
88,60,0
88,60,0
88,60,0
88,60,0
88,60,0
88,60,0
88,60,0
88,60,0
86,60,0
85,59,0
84,59,0
85,60,0
86,61,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
86,61,0
86,61,0
86,61,0
85,60,0
87,62,0
87,62,0
87,62,0
87,62,0
89,61,0
89,61,0
89,61,0
89,61,0
87,62,0
86,61,0
86,61,0
86,61,0
87,62,0
87,62,0
86,60,0
84,58,0
85,59,0
85,59,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
86,60,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
86,61,0
86,61,0
86,61,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
87,62,0
85,62,0
85,62,0
86,63,1
86,63,1
85,62,0
85,62,0
85,62,0
86,63,1
85,62,0
85,62,0
84,60,0
84,60,0
84,60,0
83,59,0
83,59,0
83,59,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
83,59,0
83,59,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
84,60,0
