R,G,B
85,78,21
86,79,22
85,78,21
84,77,20
86,79,22
89,82,25
88,81,24
86,79,22
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
86,79,22
86,79,22
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
86,79,22
87,80,23
87,80,23
87,80,23
89,82,25
89,82,25
88,81,24
89,82,27
89,82,27
89,82,27
89,82,27
89,82,27
90,83,28
90,83,28
91,84,29
91,84,27
89,82,25
88,81,24
89,82,25
89,82,25
89,82,25
88,81,24
88,81,24
89,82,25
90,83,26
89,82,25
89,82,25
89,82,25
90,83,26
90,83,26
89,82,25
90,83,26
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
90,83,26
90,83,26
89,82,25
88,81,24
87,80,23
88,81,24
89,82,25
90,83,26
90,83,26
90,83,26
90,83,26
89,82,25
88,81,24
88,81,24
88,81,24
88,81,24
89,82,25
89,82,25
89,82,27
89,82,27
89,82,27
90,83,28
89,82,27
88,81,26
89,82,27
89,82,27
90,83,26
89,82,25
89,82,25
89,82,25
89,82,25
90,83,26
90,83,26
91,84,27
90,84,25
88,82,23
87,81,22
89,83,24
90,84,25
90,84,25
89,83,24
90,84,25
89,83,24
89,83,24
90,84,25
90,84,25
91,85,26
91,85,26
90,84,25
89,83,24
88,81,24
89,82,25
89,82,25
90,83,26
89,82,25
90,83,26
90,83,26
90,83,26
92,85,28
92,85,28
91,84,27
90,83,26
90,83,26
91,84,27
92,85,28
92,85,28
92,85,28
92,85,28
92,85,28
92,85,28
91,84,27
91,84,27
92,85,28
93,86,29
91,84,27
93,86,29
90,83,26
89,82,25
92,85,28
92,85,28
90,83,26
90,83,26
92,85,28
91,84,27
90,83,26
91,84,27
91,84,27
92,85,28
91,84,27
90,83,26
90,83,26
89,82,25
90,83,26
91,84,27
91,84,27
90,83,26
90,83,26
90,83,26
90,83,26
90,83,26
90,83,26
90,83,26
89,82,25
89,82,25
91,84,27
92,85,28
93,87,28
92,86,27
91,85,26
90,84,25
91,85,26
92,86,27
92,86,27
91,85,26
90,86,27
89,85,26
89,85,26
89,85,26
90,86,27
90,86,27
89,85,26
88,84,25
88,84,25
89,85,26
91,85,26
90,84,25
89,83,24
90,84,25
92,86,27
93,87,28
95,87,28
93,85,26
90,84,25
90,84,25
91,85,26
92,86,27
90,86,27
89,85,26
89,85,26
89,85,26
90,86,27
89,85,26
89,85,26
89,85,26
90,86,27
90,86,27
90,86,27
90,86,27
93,87,28
93,87,28
93,87,28
92,86,27
91,85,26
90,84,25
91,85,26
92,86,27
93,87,28
93,87,28
93,87,28
91,85,26
91,85,26
90,84,25
90,84,25
91,85,26
91,85,26
91,85,26
89,85,26
89,85,26
86,85,25
86,85,25
86,85,25
86,85,25
89,85,26
89,85,26
90,84,25
90,84,25
90,84,25
90,84,25
92,84,25
92,84,25
93,85,26
92,84,25
92,84,25
91,83,24
91,83,24
91,83,24
92,84,25
93,85,26
85,78,21
85,78,21
85,78,21
84,77,20
85,78,21
88,81,24
88,81,24
86,79,22
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
85,78,21
86,79,22
87,80,23
85,78,21
84,77,20
84,77,20
84,77,20
84,77,20
84,77,20
84,77,20
85,78,21
84,77,20
86,79,22
86,79,22
86,79,22
87,80,23
89,82,25
89,82,25
88,81,24
88,81,26
88,81,26
89,82,27
90,83,28
90,83,28
90,83,28
90,83,28
90,83,28
90,83,26
89,82,25
88,81,24
89,82,25
89,82,25
89,82,25
88,81,24
88,81,24
89,82,25
89,82,25
89,82,25
88,81,24
89,82,25
90,83,26
90,83,26
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
90,83,26
90,83,26
89,82,25
89,82,25
88,81,24
88,81,24
89,82,25
89,82,25
90,83,26
90,83,26
90,83,26
89,82,25
88,81,24
88,81,24
88,81,24
89,82,25
89,82,25
89,82,25
89,82,27
89,82,27
89,82,27
90,83,28
89,82,27
88,81,26
88,81,26
89,82,27
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
89,82,25
90,83,26
90,83,26
90,84,25
88,82,23
88,82,23
89,83,24
90,84,25
90,84,25
89,83,24
90,84,25
90,84,25
90,84,25
90,84,25
90,84,25
91,85,26
91,85,26
90,84,25
89,83,24
88,81,24
89,82,25
90,83,26
90,83,26
90,83,26
90,83,26
91,84,27
