image,meanB,meanG,meanR,modeB,modeG,modeR
0.25-1_batch1.jpg,-20.55478400000001,21.839183999999985, 73.202752, -19.36, 23.639999999999983,74.64
0.25-1_batch2.jpg,-13.660383999999995,30.241087999999994, 79.87217600000004, -12.599999999999994, 30.75999999999999,80.68
0.75-8_batch1.jpg,-37.00504000000001,11.173968000000011, 80.653664, -37.48, 12.52000000000001,81.52000000000001
0.25-5_batch1.jpg,-19.626368000000014,23.327183999999992, 75.646112, -19.540000000000006, 24.819999999999997,77.1
0.5-9_batch2.jpg,-40.13886400000002,15.288655999999996, 80.51038399999999, -41.84, 16.159999999999997,83.16
0.5-9_batch1.jpg,-40.554592,14.141727999999988, 81.66648000000004, -42.05, 15.949999999999989,83.95
0.5-6_batch3.jpg,-41.86343999999998,14.149663999999989, 83.02831999999998, -42.400000000000006, 15.199999999999989,85.75999999999999
0.25-4_batch3.jpg,-18.261759999999992,24.666304000000018, 76.038128, -18.099999999999994, 25.90000000000001,76.9
0.75-3_batch2.jpg,-42.39336000000001,8.605104000000011, 83.773376, -42.73, 9.27000000000001,85.27000000000001
0.25-10_batch2.jpg,-13.117631999999995,29.966415999999988, 79.69870400000003, -12.299999999999995, 31.69999999999999,79.7
1.0-10_batch3.jpg,-41.508351999999995,4.504992000000011, 83.09097599999998, -41.77, 4.550000000000011,83.91
1.0-2_batch3.jpg,-42.00651199999999,4.47833600000001, 82.121184, -42.28, 4.52000000000001,82.92
0.25-5_batch3.jpg,-16.696207999999995,25.47072000000001, 77.04195199999997, -16.099999999999994, 27.30000000000001,78.3
0.25-2_batch3.jpg,-19.449119999999994,23.41136000000001, 76.96672000000004, -18.319999999999997, 24.680000000000007,78.68
0.25-8_batch1.jpg,-19.908912000000004,22.446623999999993, 73.89439999999996, -18.81, 24.22999999999999,75.07
0.25-7_batch2.jpg,-12.179231999999999,31.063904000000015, 80.622688, -10.939999999999998, 32.099999999999994,81.02000000000001
1.0-10_batch2.jpg,-40.33884800000001,4.7035200000000055, 78.925936, -40.6, 5.400000000000006,79.4
0.5-9_batch3.jpg,-39.311776000000016,14.950688000000005, 82.555568, -39.85, 16.150000000000006,86.15
1.0-5_batch3.jpg,-41.88772800000001,5.531376000000001, 83.554624, -42.120000000000005, 6.280000000000001,82.47999999999999
1.0-1_batch3.jpg,-41.66248000000001,3.9476320000000102, 82.544528, -41.98, 5.02000000000001,83.02000000000001
0.75-1_batch1.jpg,-38.76571200000001,11.396304000000011, 81.817536, -39.23, 11.77000000000001,82.77000000000001
0.75-6_batch3.jpg,-41.07652800000002,9.848000000000004, 81.76548799999996, -41.43000000000001, 10.370000000000005,83.57
1.0-1_batch2.jpg,-40.61412800000001,4.629231999999996, 78.768064, -40.870000000000005, 5.129999999999996,79.13
0.25-10_batch1.jpg,-18.144112,24.061327999999985, 76.838016, -18.03, 26.169999999999987,78.77000000000001
0.5-10_batch3.jpg,-40.052735999999996,15.284464000000002, 83.02113599999998, -40.39, 14.810000000000002,86.41
0.25-4_batch2.jpg,-15.221984000000006,32.01064000000001, 83.95625599999997, -14.700000000000005, 32.30000000000001,85.3
0.5-8_batch1.jpg,-40.91833600000002,13.890656000000005, 81.415648, -41.85, 16.150000000000006,84.15
