R,G,B
69.43,6.430000000000007,-41.56999999999999
69.43,6.430000000000007,-41.56999999999999
70.43,7.430000000000007,-40.56999999999999
70.43,7.430000000000007,-40.56999999999999
70.43,7.430000000000007,-40.56999999999999
70.43,7.430000000000007,-40.56999999999999
69.43,6.430000000000007,-41.56999999999999
69.43,6.430000000000007,-41.56999999999999
68.43,5.430000000000007,-41.56999999999999
69.43,6.430000000000007,-41.56999999999999
69.43,6.430000000000007,-41.56999999999999
70.43,7.430000000000007,-40.56999999999999
70.43,7.430000000000007,-40.56999999999999
70.43,7.430000000000007,-40.56999999999999
71.43,8.430000000000007,-39.56999999999999
71.43,8.430000000000007,-39.56999999999999
71.43,8.430000000000007,-39.56999999999999
70.43,7.430000000000007,-40.56999999999999
71.43,6.430000000000007,-41.56999999999999
71.43,6.430000000000007,-41.56999999999999
72.43,7.430000000000007,-40.56999999999999
73.43,8.430000000000007,-39.56999999999999
73.43,8.430000000000007,-39.56999999999999
72.43,7.430000000000007,-40.56999999999999
72.43,7.430000000000007,-40.56999999999999
73.43,8.430000000000007,-39.56999999999999
74.43,9.430000000000007,-38.56999999999999
75.43,10.430000000000007,-37.56999999999999
75.43,10.430000000000007,-37.56999999999999
76.43,11.430000000000007,-36.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
75.43,10.430000000000007,-38.56999999999999
75.43,10.430000000000007,-38.56999999999999
75.43,10.430000000000007,-38.56999999999999
75.43,10.430000000000007,-38.56999999999999
75.43,10.430000000000007,-38.56999999999999
76.43,11.430000000000007,-37.56999999999999
77.43,12.430000000000007,-36.56999999999999
77.43,12.430000000000007,-36.56999999999999
77.43,12.430000000000007,-36.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
76.43,11.430000000000007,-37.56999999999999
75.43,10.430000000000007,-38.56999999999999
74.43,9.430000000000007,-39.56999999999999
75.43,10.430000000000007,-38.56999999999999
75.43,11.430000000000007,-40.56999999999999
75.43,11.430000000000007,-40.56999999999999
75.43,11.430000000000007,-40.56999999999999
